ID,Eyebrow,Prompt,Option 1,Opt1_Gym,Opt1_Home,Opt1_Boutique,Opt1_Couch,Option 2,Opt2_Gym,Opt2_Home,Opt2_Boutique,Opt2_Couch,Option 3,Opt3_Gym,Opt3_Home,Opt3_Boutique,Opt3_Couch,Option 4,Opt4_Gym,Opt4_Home,Opt4_Boutique,Opt4_Couch
q-mirror-selfie,The Mirror Test,How do you feel about taking a gym selfie mid-workout?,"Sweaty, red-faced, mid-rep, no shame. That's the whole point.",3,0,0,0,"I only take one if the lighting, outfit, and smoothie are all coordinated.",0,0,3,0,Absolutely not. No one is allowed to witness me exist while exercising.,0,3,0,0,"I take the selfie before I even work out, then never actually work out.",0,0,0,3
q-injury-excuse,The Excuse Generator,You feel a tiny twinge in your knee. What happens next?,"I keep lifting. Pain is just weakness leaving the body, probably.",3,0,0,0,This is now my official reason for not exercising for the next 6 months.,0,0,0,3,I switch to a gentle at-home mobility routine and actually listen to my body.,0,3,0,0,I book a 'recovery' Pilates class because it sounds soft and expensive.,0,0,3,0
q-price-tag,The Money Talk,How much are you realistically willing to spend per month on 'getting fit'?,$25-40. Just give me a squat rack and leave me alone.,3,0,0,0,$0 after the initial equipment purchase. I refuse to pay monthly for anything.,0,3,0,0,"$150-300. I need the ambiance, the instructor, and the branded water bottle.",0,0,3,0,Whatever amount guarantees I feel guilty enough to maybe go once.,0,0,0,3
q-crowded-gym,The Crowd Tolerance Test,"It's 5:30 PM, peak hour, every squat rack is taken, and someone's doing curls in it. Your reaction?","I wait, I superset, I adapt. That's just gym life.",3,0,0,0,"This is exactly why I built a home gym. No waiting, no strangers, no curls in the rack.",0,3,0,0,I'd rather pay for a class with assigned spots so this never happens to me.,0,0,3,0,I take this as a sign from the universe to go home and skip it.,0,0,0,3
q-playlist-preference,The Soundtrack of Your Suffering,What's actually playing while you 'work out'?,"Aggressive rap or metal, loud enough to justify my grunting.",3,0,0,0,"A curated remix an instructor picked, synced perfectly to the choreography.",0,0,3,0,"A true crime podcast, alone, in silence otherwise.",0,3,0,0,Whatever's playing on the TV I'm watching instead of working out.,0,0,0,3
q-locker-room,The Locker Room Verdict,How do you feel about communal locker rooms and showers?,"Fine. It's a means to an end, I'm there to lift, not socialize.",3,0,0,0,Absolutely revolting. I will shower in my own home like a civilized person.,0,3,0,0,"Only acceptable if it has nice tile, good products, and no fluorescent lighting.",0,0,3,0,"Irrelevant, since I've never actually made it past the parking lot.",0,0,0,3
q-instructor-yelling,The Motivation Method,What actually gets you to push through the last rep?,My own internal rage and a heavy bar loaded with plates.,3,0,0,0,A perky instructor screaming 'you got this queen' over a bass drop.,0,0,3,0,Absolute silence and the knowledge that no one is watching me struggle.,0,3,0,0,"Nothing, because I stopped at rep one and started a snack instead.",0,0,0,3
q-post-workout-drink,The Post-Workout Ritual,What's your go-to post-workout refuel?,"A shaker bottle of plain whey protein, chugged in the parking lot.",3,0,0,0,"A $14 smoothie with adaptogens, collagen, and a name like 'Glow Getter'.",0,0,3,0,"Water from my own fridge, in peace, while nobody watches me chug it.",0,3,0,0,A celebratory donut because I 'earned it' by thinking about exercising.,0,0,0,3
q-equipment-check,The Home Setup Audit,What does your current home 'gym' situation look like?,"A full rack, barbell, plates, and a pull-up bar. It's basically a real gym.",1,3,0,0,"One yoga mat still in its original packaging, under the couch.",0,0,0,3,"Nothing, because I need someone to hand me equipment and validation simultaneously.",0,0,3,0,"Nothing at home, I need a heavy rack and other people around to feel like I'm really lifting.",3,0,0,0
q-rest-day-truth,The Rest Day Reality,What does your 'rest day' actually look like?,"Active recovery, foam rolling, maybe a light walk. I still respect the process.",2,1,0,0,A gentle stretch class with soft music and someone telling me I'm doing great.,0,0,3,0,"Every day is rest day. That's not a joke, that's my lifestyle.",0,0,0,3,"Lying on my garage floor after a workout, alone, refusing to move or speak to anyone.",0,3,0,0
q-wearable-obsession,The Data Obsession,How do you feel about fitness trackers and workout apps?,"I track sets, reps, and weight religiously in a spreadsheet like a scientist.",3,0,0,0,I have five fitness apps installed and zero workouts logged in any of them.,0,0,0,3,I only care about the app if it lets me book a cute class and pick my bike.,0,0,3,0,I use a private app at home so nobody can see my numbers or my form.,0,3,0,0
q-weather-check,The Weather Report,It's freezing and raining sideways outside. Does your workout plan change?,"Nope, the gym has a roof and heating, I'll be fine.",3,0,0,0,"Not at all, my garage doesn't care about weather and neither do I.",0,3,0,0,This is the perfect excuse to skip everything and stay under a blanket.,0,0,0,3,I'll still go if the studio has heated floors and hands me a towel at the door.,0,0,3,0
q-gym-buddy,The Accountability Question,Do you need a workout buddy to actually show up?,"No, I lift alone. Other people just slow down my supersets.",3,0,0,0,I need a whole class of strangers cheering so I feel like I'm at a party.,0,0,3,0,"I need a buddy so badly that when they cancel, I cancel too, forever.",0,0,0,3,"Absolutely not, I actively avoid workouts that require me to talk to anyone.",0,3,0,0
q-outfit-check,The Fit Check,What are you wearing to 'work out' today?,"Old gray shorts, a stained tank top, and lifting shoes that have seen things.",3,0,0,0,A perfectly color-coordinated set I bought specifically for this one class.,0,0,3,0,Whatever pajamas I already have on. Nobody's grading my outfit in my garage.,0,3,0,0,"Cute workout clothes I bought to feel motivated, that I will now wear to get coffee instead.",0,0,0,3
q-deadlift-feelings,The Deadlift Test,How do you feel about deadlifts specifically?,It's the greatest lift ever created and I will die on this hill.,3,0,0,0,"I do them alone with a barbell in my garage, no chalk board audience needed.",0,3,0,0,"Too scary, too heavy, too loud. I'd rather do a barre pulse to a pop song.",0,0,3,0,I've seen a video of one once and that felt like enough exposure.,0,0,0,3
q-influencer-culture,The Influencer Effect,How much does fitness influencer content actually change your behavior?,"Not really, I have my program and I'm sticking to it regardless of trends.",3,0,0,0,I buy the exact leggings and book the exact class they're always in.,0,0,3,0,"I watch, I save the video, I never do the workout, and I feel accomplished anyway.",0,0,0,3,"I copy their home workouts exactly, alone, with zero desire to be seen doing them.",0,3,0,0
q-cancel-culture,The Cancellation Habit,How often do you cancel workout plans at the last minute?,"Rarely. If it's on my calendar, I'm going, full stop.",2,1,0,0,"Constantly, and I have an increasingly elaborate excuse ready every time.",0,0,0,3,Only if there's no cute outfit or good class available that day.,0,0,3,0,"I can't cancel because it's just me, a kettlebell, and my own conscience.",0,3,0,0
q-chalk-and-grunts,The Ambiance Preference,What's your ideal workout ambiance?,"Chalk dust in the air, weights slamming, someone grunting three racks over.",3,0,0,0,"Dim lighting, candles, a diffuser, and a playlist that sounds like a spa.",0,0,3,0,Total silence except my own breathing and the hum of my garage fridge.,0,3,0,0,"The ambiance of my living room, TV on, snacks within arm's reach.",0,0,0,3
q-progressive-overload,The Progress Question,How do you actually track whether you're improving?,"I track weight on the bar every single session. If it's not going up, I'm mad.",3,0,0,0,I track how the class made me feel and whether the instructor remembered my name.,0,0,3,0,"I track my own reps and times privately, no need for anyone else to know.",0,3,0,0,I track how many days it's been since I last thought about working out.,0,0,0,3
q-treadmill-vs-outdoors,The Cardio Question,How do you feel about running?,"On a gym treadmill, in the cardio section, next to everyone else's treadmill.",3,0,0,0,"Only in a dark, sweaty spin class with lasers and a DJ.",0,0,3,0,"Alone on a trail or in my basement, absolutely nobody around to see my form.",0,3,0,0,"I've considered it, in theory, as a concept, once, briefly.",0,0,0,3
q-contract-fear,The Fine Print Fear,How do you feel about signing a 12-month gym contract?,"Sign me up, I know I'll actually use it every week.",3,0,0,0,I'd rather buy equipment once and never deal with a contract again.,0,3,0,0,"I only want drop-in class packs, no commitment, just vibes.",0,0,3,0,"I'll sign it, feel amazing for one day, and never think about it again.",0,0,0,3
q-preworkout-ritual,The Pre-Workout Ritual,What's your actual pre-workout routine?,"A scoop of pre-workout, headphones in, don't talk to me.",3,0,0,0,Picking the perfect outfit and checking the class roster to see who's teaching.,0,0,3,0,Locking the garage door so no one can witness my questionable form.,0,3,0,0,Scrolling my phone until the 'ideal window' to work out has definitely passed.,0,0,0,3
q-spotting-trust,The Trust Fall,How do you feel about asking a stranger to spot you on a heavy lift?,"No problem, gym etiquette exists for a reason, we help each other out.",3,0,0,0,"Never, I'd rather fail alone in my garage than ask a stranger for help.",0,3,0,0,I'd rather have an instructor gently adjust my form during a class.,0,0,3,0,"Irrelevant, since heavy lifting isn't really part of my current lifestyle.",0,0,0,3
q-social-battery,The Social Battery Check,"After a long work day, how much social interaction can you handle during a workout?","A moderate amount, gym small talk is fine, I just need my headphones as an escape hatch.",3,0,0,0,Zero. I need total isolation or I will not move a single muscle.,0,3,0,0,"I actually crave it, I want a whole room of people high-fiving me.",0,0,3,0,"None, because social interaction is exactly why I'm on the couch instead.",0,0,0,3
q-first-workout-memory,The Origin Story,Think back to your first real workout experience. What happened?,I got hooked on lifting immediately and never really left the gym since.,3,0,0,0,I loved a group class so much I signed up for a package on the spot.,0,0,3,0,I hated everyone watching me and swore to only ever exercise alone from then on.,0,3,0,0,I got so sore I decided this whole 'fitness' thing wasn't for me.,0,0,0,3
q-goal-setting,The Actual Goal,"What's your real, honest fitness goal right now?",Add more weight to the bar. Get stronger. Simple as that.,3,0,0,0,"Feel calm, private, and in control without anyone else around.",0,3,0,0,Feel like I'm part of a cute community with good energy and better lighting.,0,0,3,0,"Feel like I'm 'about to start' something, indefinitely, without starting anything.",0,0,0,3
q-classpass-scroll,The App Scroll Test,You open a fitness booking app. What happens next?,I book the class with the cutest branding and the best smoothie bar.,0,0,3,0,"I don't need an app, I know my program and my gym's hours by heart.",3,0,0,0,I close it and scroll something else instead for the next two hours.,0,0,0,3,"I never open apps like this, I have my own routine at home, no booking required.",0,3,0,0
q-friend-invite,The Invitation Test,A friend invites you to a 6 AM boot camp class this weekend. Your response?,"Sure, as long as it's real weights and not just jumping around to pop music.",2,0,1,0,"Absolutely, I'll bring my cutest set and tell everyone about it after.",0,0,3,0,"Hard pass, I don't do group activities before 9 AM or ever.",0,3,0,0,"'Maybe!' I say, already knowing I will sleep through my alarm on purpose.",0,0,0,3
q-cost-per-visit,The Cost-Per-Visit Math,"If you actually did the math, how much is each of your workouts costing you?","Very little, since I go 4-5 times a week and use every dollar of my membership.",3,0,0,0,"Zero, since I already own everything and paid once, years ago.",0,3,0,0,"Around $35 a class, but the smoothie and the vibe make it worth it.",0,0,3,0,I genuinely don't want to know how much per visit I'm paying for zero visits.,0,0,0,3
q-tv-workout-show,The Screen Time Truth,What's actually on your TV right now while you 'plan' to work out?,"Nothing, I'm at the gym, not sitting on a couch near a TV.",3,0,0,0,"A workout video I follow along to, alone, in my living room.",0,3,0,0,"A cooking show, while I eat something that is definitely not a smoothie.",0,0,0,3,An influencer's vlog of their studio workout that I will not personally replicate.,0,0,3,0
q-gym-smell,The Smell Test,"How do you feel about the specific smell of a commercial gym: rubber mats, chalk, and industrial cleaner?","It smells like productivity. I love it, honestly.",3,0,0,0,"Disgusting. My garage smells like nothing, which is exactly how I like it.",0,3,0,0,I'd only tolerate it if it were replaced with eucalyptus and essential oils.,0,0,3,0,"No idea, I've never actually been inside long enough to smell anything.",0,0,0,3
q-competition-drive,The Competitive Streak,Does seeing someone lift more than you at the gym bother you?,"It fuels me. I'm adding weight to the bar next set, guaranteed.",3,0,0,0,"I only compete with the leaderboard on my own equipment, alone, at home.",0,3,0,0,I only care if I got more 'high fives' from the instructor than the person next to me.,0,0,3,0,"I wouldn't know, I've never been in a room where lifting was happening.",0,0,0,3
q-meal-prep-honesty,The Meal Prep Confession,How does your meal prep situation match your workout intensity?,"Chicken, rice, broccoli, in bulk, every single week, like clockwork.",3,0,0,0,"I make my own smoothies and snacks at home, no need to buy them anywhere.",0,3,0,0,"I buy the $16 acai bowl instead of making anything myself, obviously.",0,0,3,0,My meal prep is ordering delivery and calling it 'self-care'.,0,0,0,3
q-time-of-day,The Time Slot Test,"What time do you actually, realistically, work out?","5:30 AM, before the gym gets crowded, every single day.",3,0,0,0,"Whenever, since my garage is open 24/7 and no one's judging my schedule.",0,3,0,0,Only for the specific class time slot I already booked and paid for.,0,0,3,0,'Tomorrow.' The time is always tomorrow.,0,0,0,3
q-form-check-anxiety,The Form Check Fear,Someone offers to film your set to check your form. How do you feel?,"Great, send it, I want the feedback so I can lift heavier and safer.",3,0,0,0,"No thank you, my form is a private matter between me and my garage walls.",0,3,0,0,Only if it's for a cute Instagram Reel with good lighting and a caption.,0,0,3,0,"There's nothing to film, since there's no actual movement happening.",0,0,0,3
q-vacation-workout,The Vacation Test,You're on vacation for a week. What happens to your workout routine?,I find the closest hotel gym and squeeze in a session anyway.,3,0,0,0,"I do bodyweight circuits in my hotel room, alone, curtains closed.",0,3,0,0,"I book a fancy studio class local to wherever I'm traveling, obviously.",0,0,3,0,What routine? I've been 'on vacation' from working out for a while now.,0,0,0,3
q-supplement-shelf,The Supplement Shelf,What does your supplement shelf actually look like?,"Whey, creatine, a shaker bottle with mystery residue. Functional and unglamorous.",3,0,0,0,"Collagen powder, adaptogenic mushrooms, and something with rose quartz infused water.",0,0,3,0,"A basic protein tub I bought online, used at home, no fanfare required.",0,3,0,0,An unopened multivitamin bottle from three years ago that I take as proof I 'tried'.,0,0,0,3
q-group-class-vibe,The Group Class Vibe Check,How do you feel about a group fitness class in general?,Only if it's strength-focused and no one's asking me to 'find my inner light'.,3,0,0,0,"Love it. I need the choreography, the community, and the playlist to feel alive.",0,0,3,0,"No thanks, group anything sounds like my personal nightmare.",0,3,0,0,"I'd love it in theory, but I've never actually attended one.",0,0,0,3
q-workout-length,The Time Investment,How long is your ideal workout session?,"60-90 minutes. I need warm-up sets, working sets, and a cooldown.",3,0,0,0,"45 minutes, exactly the length of the class I already paid for.",0,0,3,0,"20-30 minutes, efficient, private, and over before anyone notices I did anything.",0,3,0,0,"Zero minutes, but I will think intensely about working out for a full hour.",0,0,0,3
q-bad-day-response,The Bad Day Response,You had an awful day. What actually happens to your workout plan?,I go anyway. Lifting heavy things is how I process my emotions.,3,0,0,0,"I want a soft, guided class where someone tells me it's okay to feel this way.",0,0,3,0,"I retreat to my own space and move quietly, alone, no witnesses needed.",0,3,0,0,I use it as the perfect justification to eat my feelings on the couch instead.,0,0,0,3
q-gym-bag-status,The Gym Bag Audit,What's the current status of your gym bag?,"Packed, by the door, ready to go, lifting belt included.",3,0,0,0,"I don't need one, my equipment lives permanently in my garage.",0,3,0,0,"A cute tote with a grip sock, towel, and my class schedule inside.",0,0,3,0,"Somewhere in my closet, unopened, tags still on from a purchase two years ago.",0,0,0,3
q-heavy-vs-light,The Weight Preference,"Given a choice, heavy weights and low reps, or light weights and lots of reps to music?","Heavy, low reps, obviously. Go big or don't bother showing up.",3,0,0,0,"Light weights, high reps, to a great beat, with an instructor counting for me.",0,0,3,0,"Whatever I already own at home, alone, at my own pace.",0,3,0,0,"Neither, since 'weights' aren't really part of my daily vocabulary.",0,0,0,3
q-checkin-behavior,The Check-In Habit,Do you 'check in' on social media when you work out?,"No, I'm too busy actually lifting to post about lifting.",3,0,0,0,"Absolutely, tagged location, sweaty selfie, smoothie in hand, the whole aesthetic.",0,0,3,0,"Never, nobody needs to know what happens in my garage.",0,3,0,0,I post an inspirational quote about fitness instead of actually doing any fitness.,0,0,0,3
q-warmup-routine,The Warm-Up Question,What does your warm-up actually look like?,"Light cardio, mobility drills, then a couple warm-up sets before the real work begins.",3,0,0,0,"A guided warm-up flow, led by an instructor, set to gentle music.",0,0,3,0,"A few stretches on my own living room floor, then straight into it.",0,3,0,0,"Stretching my arm to reach the remote counts, right?",0,0,0,3
q-post-workout-soreness,The Soreness Report,"The day after a hard workout, how sore are you and how do you handle it?","Extremely sore, and I wear it like a badge of honor at the office.",3,0,0,0,"Sore in a cute, humble-braggy way I mention in the class group chat.",0,0,3,0,"Sore, but I deal with it quietly and alone with a foam roller.",0,3,0,0,"Not sore at all, since soreness requires actually doing the workout first.",0,0,0,3
q-year-from-now,The Long Game,"Realistically, where do you see your fitness routine one year from now?","Same gym, more weight on the bar, same grind, just stronger.",3,0,0,0,"A more elaborate home setup, still solo, still zero interest in gym crowds.",0,3,0,0,"A loyal member of my favorite studio, on a first-name basis with the instructors.",0,0,3,0,"Exactly where I am now, with a slightly more expensive unused membership.",0,0,0,3
q-final-honesty-check,The Final Gut Check,"Last question. Deep breath. What's the real, unfiltered truth about your relationship with exercise?","I genuinely love the grind, the iron, and the routine. It's non-negotiable for me.",3,0,0,0,"I only move my body when it feels aesthetic, social, and expensive enough to matter.",0,0,3,0,"I'll do the work, but only if absolutely no one else is around to witness it.",0,3,0,0,I like the idea of fitness a lot more than I like actually doing it.,0,0,0,3
